era,session,block_number,name,stash_address,controller_address,commission_percent,self_stake,total_stake,num_stakers,voters,era_points
165,1031,2465718,Wei,14ShUZUYUR35RBZW6uVVt1zXDxmSQddkeDdXf1JkMA6P721N,16knCdWHWokjeciJuassAub21PHi3YTt94um4DjRJSRtF7sh,1.00,2331305558010386,30622799978313560,127,1831,1260
165,1031,2465718,,1FCu68ZwBHNzZLcGa92eHwvR61hk3MpjrhiqN96xF9vWS1Q,13gAjcC56upxCdaNS69jB7rvGDzimcztTm9Jxhfgma8w9jor,100.00,99360406100,37263464975913580,2,27,1300
165,1031,2465718,Zug Cap / 19,1zugcag7cJVBtVRnFxv5Qftn7xKAnR6YJ9x4x3XLgGgmNnS,13eeBGJPSPQjXGfBmd2rsek8gKU1ivz7eZReiVRwwES1QzuX,0.70,100000000000,30549484370550930,106,1203,1260
165,1031,2465718,Polkadot.pro - Realgar,1REAJ1k691g5Eqqg9gL7vvZCBG7FCCZ8zgQkZWd4va5ESih,1ZMbuCR3QiatxRsQdNnJYgydn3CWV4PELcTzpH4TNoNjxno,1.00,5342981819844241,34321621635570840,128,1329,1120
165,1031,2465718,Able Wanderer / 游내 Mouse-6,135wKSGZpQcTrhmFju9VeKC68gMBMsCYpSNtDyoqj3BVSZ1R,135wKSGZpQcTrhmFju9VeKC68gMBMsCYpSNtDyoqj3BVSZ1R,100.00,10000000000,26135922035705640,4,9,1180
165,1031,2465718,,14dqJWMDRpM1Q3MibmYjFKYKVZpfqUdRaDtKyxLS5DBGumZy,14dqJWMDRpM1Q3MibmYjFKYKVZpfqUdRaDtKyxLS5DBGumZy,100.00,10000000000,26498796907759213,1,4,1540
165,1031,2465718,Ryabina /  2,14xKzzU1ZYDnzFj7FgdtDAYSMJNARjDc2gNw4XAFDgr4uXgp,138XcczGTenuuGPR9q3YcLCrxh3xMzCpvE6vA7nTr6H6LvuY,2.00,4423101721494,32314026036393440,46,1071,1280
165,1031,2465718,,1qFBkRovtyKwWznGdQrA2qvmpndhM513TPoWf6f4oTVReLs,14oajNRwAwUXRta856MHVtKnM9n3c5SYNLvTBFFtbntpNTtd,20.00,222063659799539,25686631225460861,10,34,920
165,1031,2465718,,16NCSbjNt8PnpccX3UDAzJTAEuDLScZTLvJFZ5U68hrowQx6,14F6pY4NazcTjcDLtomDzWyY5tJaKyv7crhrM8oa599ZBBiK,100.00,99360406100,37252584834478687,4,20,1320
165,1031,2465718,Zug Cap / 18,1zugcacYFxX3HveFpJVUShjfb3KyaomfVqMTFoxYuUWCdD8,147Vm38FWnBVq4NreDaf1bGgQYbx9mmJy6ikDkhkqF1PwRuT,0.70,100000000000,30549559762020902,125,1130,1160
165,1031,2465718,Hypersphere / Hypersphere-8,15K979wvzHuepoL6XXgqdVRNhj7EgLLGvfVnKobzHmxrrwDR,15K979wvzHuepoL6XXgqdVRNhj7EgLLGvfVnKobzHmxrrwDR,7.00,10000000000,29211191578447015,107,226,1100
165,1031,2465718,General-Beck / Laniakea,15MUBwP6dyVw5CXF9PjSSv7SdXQuDSwjX86v1kBodCSWVR7c,15FetbcSf55WhDyaj8uvo7oWjSxFDaSZMHsCTe8Usddq9AjG,3.00,0,32094992964144047,42,793,1080
165,1031,2465718,,12woCF72ik4rYzm8gUagTkEBw4S1zE4rRnAk7SaiHbbV9tDy,12woCF72ik4rYzm8gUagTkEBw4S1zE4rRnAk7SaiHbbV9tDy,100.00,100001378735,26594820706129803,4,76,1180
165,1031,2465718,Zug Cap / 12,1zugcavYA9yCuYwiEYeMHNJm9gXznYjNfXQjZsZukF1Mpow,169PJruXwgE8UjBYj97rxQiE9FtYVPo12n6UshfkvT8r8UBg,0.70,100000000000,30511361493412035,169,1074,1300
165,1031,2465718,Staked / 2,14dTZLAwhcBennygERRS5tXnWVAHq3e12LoCoHrQsmDd4X4H,152zK2DwaUzqq7aaR1vnMELDUFuYifhsXdDvaS48DGMa7C6U,10.00,10005430700,30559290981867189,37,167,860
165,1031,2465718,,16VW8qAsdpQkGj3VeennjAYfRfL9kSQed2bLyiFWT7JHwkMh,158nm75dyvuge5qfFihFL919csUVjJrDugQHvuckZQVfSPjg,100.00,99360406100,37260820201385729,1,23,1100
165,1031,2465718,,12n6PpScSThLK3WLj7wv64ancFWfg6PxGoAsh8scKS5eqsap,13a6CiUA7u9nd65vr6FCTHgMYrsqtWPfubM8v33w2UB3JYSj,100.00,99360406100,24862104791008862,3,2,1280
165,1031,2465718,Staker Space,16SpacegeUTft9v3ts27CEC3tJaxgvE4uZeCctThFH3Vb24p,14SPACEEpRuNmjaQFp5tDSv6kHjvDeSexdq9Hg62EJZW3EhA,1.00,155514320103496,34312870072850269,64,1219,1420
165,1031,2465718,Able Wanderer / 游낻 Cat-4,14oLVPbdykTPoez6r8MJDj4fTb93ZZ2KgoLhsv5dJ7gLXB2y,14oLVPbdykTPoez6r8MJDj4fTb93ZZ2KgoLhsv5dJ7gLXB2y,100.00,10000000000,26110026693369955,2,12,1180
165,1031,2465718,,1124RsfEgJEZvEq4HbtGFcpqoxnqSy79EjNZY9tzPct3AB6o,1124RsfEgJEZvEq4HbtGFcpqoxnqSy79EjNZY9tzPct3AB6o,100.00,100000000000,26078391340653084,14,106,1280
165,1031,2465718,Zug Cap / 08,1zugcajKZ8XwjWvC5QZWcrpjfnjZZ9FfxRB9f5Hy6GdXBpZ,13ZRS75UXuder9adX7oYo2JXsd6boMgUPeyf7RRjBfPnQkLT,0.70,100000000000,30517840692921960,90,1225,1620
165,1031,2465718,,15XPnFSn3CqjkCdNzdmgzwFadU9txoGizjYew3HmsXoE3J4Z,15XPnFSn3CqjkCdNzdmgzwFadU9txoGizjYew3HmsXoE3J4Z,100.00,10000000000,28901356291599908,1,1,1260
165,1031,2465718,,15Gmh5c2JJ6VVfZpAsw82RfdPob3g2ALcxxDysNjdNGjoWQC,15Gmh5c2JJ6VVfZpAsw82RfdPob3g2ALcxxDysNjdNGjoWQC,100.00,10000000000,26502095872948717,3,4,1400
165,1031,2465718,,15V6NjwmKkZihe644Tyr8GVLxjEzBAHktf6ZcJCTx7RPCoYS,15V6NjwmKkZihe644Tyr8GVLxjEzBAHktf6ZcJCTx7RPCoYS,8.00,10000000000,29846399115229299,10,39,1420
165,1031,2465718,Wei / 2,13eKBARPFWBdXJAKg4fBTNUfcz4YAYfDTetRRApuz1kTDVDg,12VitjVM2D1z2v4WKvg49ihxAk8rYuw7XCQHBDgtiDAZYNQD,1.00,2082841590900,30632342030226854,135,1100,1240
165,1031,2465718,,13nxBM9AFRKUmmUkUo8D9eGoZeJJ5XPiJ3eCtMixcHdyXGbk,164sq5RX8jKBsVJMQ4zdj3ASGvczKXBY3c1h4mfu7fmn3EX5,20.00,207893126235881,25685350531519493,3,31,1420
165,1031,2465718,,12eiHNkmLaaDMGx6z3P4tbiojWK6g1hKku1N6pxmrxbhGuau,12Xa6g2xFjQ9e8exZTJCpSvFa7XTRM4b4uUCQJoLESAKYYZZ,100.00,99360406100,37269908502968352,5,16,1280
165,1031,2465718,P2P.ORG / 6,121gZtuuG6sq3BZp1UKg8oRLRZvp89SAYSxXypwDJjaSRJR5,121gZtuuG6sq3BZp1UKg8oRLRZvp89SAYSxXypwDJjaSRJR5,3.00,100000115928,30626414390257139,85,730,1180
165,1031,2465718,Zug Cap / 13,1zugcarJnZ4ft2PiJoGg6DgmZjnKNBrcKTFrAzhGPCX6bJ5,13AfQdVZPz5SJJSypoENfHnE6vPfQmUhKKyfEAJ4s18AT4B2,0.70,100000000000,30554710270313495,70,991,1260
165,1031,2465718,,1CnnkaqNJWLeny9GMB2D66xQBbZGJBuPYsqdFzj3eGrMQRu,1CnnkaqNJWLeny9GMB2D66xQBbZGJBuPYsqdFzj3eGrMQRu,100.00,903950867960086,32311234593045415,1,5,1240
165,1031,2465718,,12jiWV8yksQuvzEyh98z2BegL7sd8W2NzUcE1Noni9bjKtsg,12jiWV8yksQuvzEyh98z2BegL7sd8W2NzUcE1Noni9bjKtsg,100.00,918515210157536,32013914322318214,2,12,1280
165,1031,2465718,Hypersphere / Hypersphere-4,13ajBbvHmdDMak4J8sX9GxkuP82o89YGFJPjsGaQoxpPWAjj,13ajBbvHmdDMak4J8sX9GxkuP82o89YGFJPjsGaQoxpPWAjj,100.00,10000000000,29199437786678874,1,9,1380
165,1031,2465718,Zug Cap / 06,1zugcabYjgfQdMLC3cAzQ8tJZMo45tMnGpivpAzpxB4CZyK,16EK6nXCBEusB3A4P6gmCjQ1Sf1NpQbEgbs2sws5nTFJyVN4,0.70,100000000000,30550450853946486,120,1379,1280
165,1031,2465718,Able Wanderer / 游내 Mouse-5,1F13pZ5nZZsK96UBS8Rjj97wYVtpZvE7SGADiwVrfbkrAWK,1F13pZ5nZZsK96UBS8Rjj97wYVtpZvE7SGADiwVrfbkrAWK,100.00,10000000000,26110754910743189,3,10,1340
165,1031,2465718,,133oKX5ZFB89mfwd7T6qUsoLGYfoh63UBced6p6byBp64Kke,14racaZXJ3HdjZUaGcAMGUWg3fBtwmdpRCbuMSLaoNJpr6ji,100.00,99360406100,37260940201385729,3,14,1540
165,1031,2465718,,12N5Xurx14fVoYyv7tGfYychJWBCsHiEDjpyGn5XfL7PwL4d,12N5Xurx14fVoYyv7tGfYychJWBCsHiEDjpyGn5XfL7PwL4d,100.00,611476751922127,30516378525335024,4,6,1160
165,1031,2465718,,16SihqA99EcSSZFW8XpL2XP2Te44obmDWbsR1gJ5zrbAhuuU,15zSuXMDAreMMtmjxATG6ujQcX1NJA4uKWAZhn6vceCWiodG,20.00,106332252740859,27782389097886485,3,20,1580
165,1031,2465718,,16dFR1Gff5Z1EyuFMcX76sHnFJe5eDkSSmqtXwQFfHXwmevf,121otVYQVpANdEaCJdN6WVSyrB2jnEAgR4DUqoUV1UFndXcN,20.00,109166555610408,27752235633339238,5,28,1360
165,1031,2465718,,153RWxqZyAWBM2brLkBEkYmyVyf5aMqGHewbvG3jqENyCKyC,13iSWXfj6ACwWsuPGKxZVkL1y8UU1uvytQpWxHvfi67tkETu,20.00,110510200350813,27782566690213629,3,24,1100
165,1031,2465718,Zug Cap / 22,1zugcakrhr3ZR7q7B8WKuaZY5BjZAU43m79xEyhNQwLTFjb,13U4LLB8zqxpz54GKTm7L1jRnAywsGb3UcKuNEBjLcFjHZP,0.70,100000000000,30629664297528696,70,1111,1200
165,1031,2465718,,1nTfEEWASm1x6D16FPLLjPFC42Fb7Q5zLovrxQpPQe6j86s,1nTfEEWASm1x6D16FPLLjPFC42Fb7Q5zLovrxQpPQe6j86s,100.00,100000575974,26582382604222971,5,75,1300
165,1031,2465718,,1eUd9JA8bLHHLWtrokB5HjHXQwYG9E4j8c4LFtvB7GQe7Q4,1eUd9JA8bLHHLWtrokB5HjHXQwYG9E4j8c4LFtvB7GQe7Q4,100.00,10000000000,26498907557759213,2,2,1280
165,1031,2465718,Web3 Venture Capital,1pbMtabBc9MNJcam4o8uHGymybvPcnkU5AGmpSmUpms7SWh,139N4J2B6cwNk75GoYBEJCeqbs2n9kJ4o2uV8n3Fz5Yfu9yV,5.00,824090947108821,30628214015369733,110,584,1260
165,1031,2465718,,14bARWgpfEiURUS7sGGb54V6mvteRhYWDovcjnFMsLfxRxVV,14bARWgpfEiURUS7sGGb54V6mvteRhYWDovcjnFMsLfxRxVV,100.00,914160544127470,34312089242601559,1,8,1140
165,1031,2465718,,16FUnnZX7h11sxio9wu6DGGqD66z5vXxNLcXuSJFWFAjkaZ5,16FUnnZX7h11sxio9wu6DGGqD66z5vXxNLcXuSJFWFAjkaZ5,10.00,10005540848,30590436375048476,8,116,1520
165,1031,2465718,,1Dy7FYbwhvCY2VPDk5DDduxC5zpYHbUz1DvuZ4avZSp7sgD,1juipekHurx2KqmCTbYNvpnw7UaeNa3QvUuSmxbRJCNirry,20.00,229771587450367,25686324370260165,7,37,1100
165,1031,2465718,,15cxZZjXGTW9Pubd11yeUjuHoqnVrY9hr5guGmDBEJzAcQUD,154iWpsGBSpC5FzDoBLHkxUvkughEEjnTwkPrsCY88zkX447,100.00,99360406100,37260820201385729,1,16,1280
165,1031,2465718,,14LoxdARuKPDR6kW2TqT7WWKJyjk2vDghmtLSanyggSSbv3g,12PR7T35EGLcnLtG4gqDrmTEm3rWApghKa7VhMZ6cPZuEb4w,100.00,99360406100,24841948765531738,2,2,1280
165,1031,2465718,P2P.ORG / 15,134Bw4gHcAaHBYx6JVK91b1CeC9yWseVdZqyttpaN5zBHn43,134Bw4gHcAaHBYx6JVK91b1CeC9yWseVdZqyttpaN5zBHn43,3.00,100000555733,30625184752050898,80,401,1160
165,1031,2465718,Zug Cap / 10,1zugcacan4nrJ3HPBmiBgEn2XvRMbehqvmzSQXT3uLBDkh3,15wq7MxXLXNUjzwT85Vn8FcxMwMWKxbzu2ERkXVWbJZX28bd,0.70,100000000000,30487710085404021,90,1135,1520
165,1031,2465718,DokiaCapital,1WG3jyNqniQMRZGQUc7QD2kVLT8hkRPGMSqAb5XYQM1UDxN,14N56b91vpVv3zitcqNyvWzd3DLKZuDahZEpEb3yZzbEGrSE,10.00,5000000000000000,54426266258403015,60,555,880
165,1031,2465718,Able Wanderer / 游내 Mouse-4,15oTVrSsB9VU7EwvJ4WJ2QSb7ehfyWirbtVcTFcYd7PhpD1V,15oTVrSsB9VU7EwvJ4WJ2QSb7ehfyWirbtVcTFcYd7PhpD1V,100.00,10000000000,26114796459571322,3,11,1480
165,1031,2465718,,1588rgxKKhmVUDrfMHJFrW1yYcABdpQMYYComcemNfn6XVnK,1588rgxKKhmVUDrfMHJFrW1yYcABdpQMYYComcemNfn6XVnK,100.00,100000000000,26077217255501419,20,99,980
165,1031,2465718,P2P.ORG / 4,11uMPbeaEDJhUxzU4ZfWW9VQEsryP9XqFcNRfPdYda6aFWJ,11uMPbeaEDJhUxzU4ZfWW9VQEsryP9XqFcNRfPdYda6aFWJ,3.00,100000817999,30627841339314198,112,957,1020
165,1031,2465718,,15KJ8D2WRTYP2ea9PQTPt6sChC8ZjLnAeLu6DBQdbQbVftPw,15KJ8D2WRTYP2ea9PQTPt6sChC8ZjLnAeLu6DBQdbQbVftPw,100.00,10000000000,28898710375066758,1,1,1480
165,1031,2465718,federico / val-1,121kyZuzZxpZf5nFkNKwBVtxz7hEiDtofesZuE3EsRheKpXu,15PRNHsJr2X97aQyFcB2rwcpSXpvSuZPe5rxH9QWUGjFkGQR,5.00,10000024187,32005107253141743,46,605,1220
165,1031,2465718,,1LDcQr7LaqTHwfiZMk6iiR4yGTc1fsRsrrLKMuuT8joHMZZ,13JXNSJc8KggnixNztqgVjJ4MuAGiHNrJ7ETnZsHpxCHHK7w,100.00,99360406100,37260820201385729,1,14,1460
165,1031,2465718,CoinFund/Grassfed,148HzdSuFsDrNKnAHFs81BJzZxmKgwEC6Pmpw2QJnTy3Hv3R,148HzdSuFsDrNKnAHFs81BJzZxmKgwEC6Pmpw2QJnTy3Hv3R,5.00,6493172343631708,30646506446360044,28,261,1080
165,1031,2465718,Hypersphere / Hypersphere-6,139ANth4tdC4cHRWvesuxkuYNWfq9wgFmxV5C98fy8Xmyg8E,139ANth4tdC4cHRWvesuxkuYNWfq9wgFmxV5C98fy8Xmyg8E,100.00,10000000000,29198675598535134,1,8,1300
165,1031,2465718,,15yyudqwLHT6VcKdEug98wt1rCbyg5TBvr6ikakL4rNVAYXf,15yyudqwLHT6VcKdEug98wt1rCbyg5TBvr6ikakL4rNVAYXf,100.00,854204102050362,32311788534333985,1,4,1120
165,1031,2465718,Jaco / v04,15a9ScnYeVfQGL9HQtTn3nkUY1DTB8LzEX391yZvFRzJZ9V7,15a9ScnYeVfQGL9HQtTn3nkUY1DTB8LzEX391yZvFRzJZ9V7,1.00,10000000000,30651849369248235,81,690,1180
165,1031,2465718,,1A2ATy1FEu5yQ9ZzghPLsRckPQ7XLmq5MJQYcTvGnxGvCho,1A2ATy1FEu5yQ9ZzghPLsRckPQ7XLmq5MJQYcTvGnxGvCho,8.00,10000000000,30488745870301632,12,95,1180
165,1031,2465718,,19GjAt19groHhCZh22eXXXLSf2azf65bLXjJTS5SmDafUff,19GjAt19groHhCZh22eXXXLSf2azf65bLXjJTS5SmDafUff,100.00,10000000000,26503649276722362,1,2,1420
165,1031,2465718,Zug Cap / 02,1zugcaaABVRXtyepKmwNR4g5iH2NtTNVBz1McZ81p91uAm8,12FxkVPcQzjTQQjPkXThYYYMGjwhMyVswJVyPZrtJy5HPc4T,0.70,100000000000,30634639014207992,95,1016,1320
165,1031,2465718,,14UnU9iNpaunKPyPPQc2ckDQP84UPsndbhHURK77iKPrdbKj,16XipBFFH6k68pCgBeYfsJRwqRjDBF216joBYDc9eNNxo7PH,20.00,219614065195976,25681698936282909,6,31,1140
165,1031,2465718,,13wDksmrR71VFGeCHH7xWYvi5dzqtTpneypW3TNxkzqno1ur,14GWTsE9vFDNCBDpjxtSNLszLmJbvD9ZF8E6NV14x1gvC6ew,100.00,99360406100,37260820201385729,1,13,1320
165,1031,2465718,,15gDEmTcPwo76KueixWPzxgQ6sufgSs29XcYByfFYhT8cson,15gDEmTcPwo76KueixWPzxgQ6sufgSs29XcYByfFYhT8cson,100.00,10000000000,24619856419080568,3,10,1080
165,1031,2465718,Zug Cap / 09,1zugcaiwmKdWsfuubmCMBgKKMLSef2TEC3Gfvv5GxLGTKMN,14MC1P3uMuFRpN5csryXw2TYsG4yzJDBMJLBsudoU5KcKQLE,0.70,100000000000,30511396211730988,101,1148,1500
165,1031,2465718,Able Wanderer / 游내 Mouse-7,12BJ7EMWbr7fGVu2DspPtGbxCCdJUfAMVbJtCm6xPEf4WGiS,12BJ7EMWbr7fGVu2DspPtGbxCCdJUfAMVbJtCm6xPEf4WGiS,100.00,10000000000,26109843585107195,1,9,1520
165,1031,2465718,,15zDWoFYi5m2VMb9yXeBa8CozgRDGEXoW14WLXPXPXGj9kvi,15zDWoFYi5m2VMb9yXeBa8CozgRDGEXoW14WLXPXPXGj9kvi,10.00,10000000000,30561311742848571,54,230,980
165,1031,2465718,,15thjfpZX1xVcsnfya1oXmbXzau2on5abAc4XXYP62SNwwQQ,15thjfpZX1xVcsnfya1oXmbXzau2on5abAc4XXYP62SNwwQQ,100.00,100000297144,26581330124441942,6,74,1340
165,1031,2465718,,15KRBVtLZM7QRceX61nfwXJgWSHR5YEqDFPLR4susRM7rz2U,15KRBVtLZM7QRceX61nfwXJgWSHR5YEqDFPLR4susRM7rz2U,100.00,873694503984026,34311364825788381,1,5,1480
165,1031,2465718,,136cybB7an16AkdtrzPbzPaFNcnf1Xs1YfczWGqXb5oaviYe,136cybB7an16AkdtrzPbzPaFNcnf1Xs1YfczWGqXb5oaviYe,100.00,456843744778108,30522772941408602,1,5,1400
165,1031,2465718,CP287-CLOUDWALK,16GDRhRYxk42paoK6TfHAqWej8PdDDUwdDazjv4bAn4KGNeb,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,3.00,1048950983172621,30739334124482794,110,883,900
165,1031,2465718,P2P.ORG,14QBQABMSFBsT3pDTaEQdshq7ZLmhzKiae2weZH45pw5ErYu,14QBQABMSFBsT3pDTaEQdshq7ZLmhzKiae2weZH45pw5ErYu,3.00,100000484038,30623244054734466,122,810,1160
