era,session,block_number,name,stash_address,controller_address,commission_percent,self_stake,total_stake,num_stakers,voters,era_points
165,1031,2465718,,15vvFZPWJcq62e2rQ2SYPP6PsZri9LWJb2354Qxx98pQC2KE,15vvFZPWJcq62e2rQ2SYPP6PsZri9LWJb2354Qxx98pQC2KE,100.00,10000000000,24619765772837437,5,10,1540
165,1031,2465718,,12eDfoz2ufNGpPzDE8KTKbFMZpfPC8w4T11xqC8GrXBpFmsr,12eDfoz2ufNGpPzDE8KTKbFMZpfPC8w4T11xqC8GrXBpFmsr,100.00,818230942732214,32310630533314438,1,7,1440
165,1031,2465718,P2P.ORG / 23,129TM37DNpyJqtRYYimSMp8aQZ8QW7Jg3b4qtSrRqjgAChQf,129TM37DNpyJqtRYYimSMp8aQZ8QW7Jg3b4qtSrRqjgAChQf,0.00,100000188552,30624876504296467,70,727,620
165,1031,2465718,Able Wanderer / 游내 Mouse-12,126CY11joFMpakVSRra9LtNFYWuUzbtA9BcGPpaEvn7R8RkN,126CY11joFMpakVSRra9LtNFYWuUzbtA9BcGPpaEvn7R8RkN,100.00,10000000000,26109557480774634,1,7,1360
165,1031,2465718,TransX,1FDjr74RUwB2syVjqNWbTCfPzy8VwxktvNsaYMmMaivRU2A,121u2RixvSdTiqcMnU8sCaNJrarV2oMGUeYnjNkvZDwFLQGq,4.00,884078989439286,30626375057916191,184,536,1240
165,1031,2465718,,13QsfwpQGVuyu4uh7JcfbuBACLMZ3cMr7pF4vE1imuBgXcKN,13QsfwpQGVuyu4uh7JcfbuBACLMZ3cMr7pF4vE1imuBgXcKN,100.00,100000000000,26087578506904707,4,95,1320
165,1031,2465718,,1cFV5Z8xgsRGE3JwfvK54F9mMTWvunoyRA7YADk2by33xtp,1cFV5Z8xgsRGE3JwfvK54F9mMTWvunoyRA7YADk2by33xtp,100.00,805601085570967,34314779917121967,2,7,940
165,1031,2465718,,12LKeuFyyjC94iXpHftt3UVu567ji5WyKE6MvDBDWVJUuuJJ,12LKeuFyyjC94iXpHftt3UVu567ji5WyKE6MvDBDWVJUuuJJ,10.00,10006237298,30555397122774200,61,246,1560
165,1031,2465718,P2P.ORG / 27,13Ei9Xuqwu971JiBAkZx92XgBzX1wpuRnwi5qx76ZueAnGko,13Ei9Xuqwu971JiBAkZx92XgBzX1wpuRnwi5qx76ZueAnGko,3.00,100000877842,30600016911798971,63,337,1120
165,1031,2465718,,14Y6TZaNAS43At4ovGMULSuGkdE7svmn6zqicWBkSiVd7A4T,14Y6TZaNAS43At4ovGMULSuGkdE7svmn6zqicWBkSiVd7A4T,100.00,100000000000,26582868147014466,16,74,1380
165,1031,2465718,,155eqP54gbKJKBDAZMpLeQCtiFzhx8XHEPBb5KsYPTXWHvvi,155eqP54gbKJKBDAZMpLeQCtiFzhx8XHEPBb5KsYPTXWHvvi,100.00,10000000000,26498796907759213,1,1,1400
165,1031,2465718,pos.dog / 2,12wtfs4UfodYT1Y6y8NQsQaduLSJbhz7oaNt1F6gTLFHD1y5,12wtfs4UfodYT1Y6y8NQsQaduLSJbhz7oaNt1F6gTLFHD1y5,2.00,30000000000,30593438956726733,6,16,1660
165,1031,2465718,Hypersphere / Hypersphere-1,14yttAARJ6yJRzVBSvrqni3yNgjQ6hmewtC2fJkLTQQydmHD,14yttAARJ6yJRzVBSvrqni3yNgjQ6hmewtC2fJkLTQQydmHD,100.00,10000000000,29198960179293507,2,4,1400
165,1031,2465718,Zug Cap / 01,1zugcaaaDTLhG77kp7PBPpWiaUWTND9oKNcNM94StNStnuw,16Cb44Hhma6LqEJXuQJREAhwpDALG3DjfdL4p4qqCQjDYVej,0.70,100000000000,30632889540926744,118,806,1760
165,1031,2465718,,13EWPQ17GJTdBvA4FoAgq9mf8nwsH4cpahjn7fuAG3Xed72q,13EWPQ17GJTdBvA4FoAgq9mf8nwsH4cpahjn7fuAG3Xed72q,100.00,10000000000,28901356291599908,1,1,1280
165,1031,2465718,,14xH1XegfvaqXkmPe2mRQQGzPX6HUQ5V11UXcMf3wWKxfLyX,14xH1XegfvaqXkmPe2mRQQGzPX6HUQ5V11UXcMf3wWKxfLyX,100.00,797134088071853,32007495720582019,2,3,1280
165,1031,2465718,,14AvAa9VXp7iPh5Ga8ZEHMJKsfTjZcx7yRX28fcTEBxv9xKZ,14AvAa9VXp7iPh5Ga8ZEHMJKsfTjZcx7yRX28fcTEBxv9xKZ,100.00,529361133220633,30517266201893634,1,2,1460
165,1031,2465718,SNZPool-1,15fU523Wq5BCt2NWAmrCU6p8nFB29uVifeG7bwYJHbw5Mmd9,12y35vgZJaWasDpDboLNFoB1gRdxCTYMGctRxUiQqCA4N9UD,1.00,10000000000,30608961023367484,39,283,1460
165,1031,2465718,,14jSaRfswZxfYtFGCmjYLh3wFDEa47HmgaAyc7tU7KadZ8Pg,1ZSxPzVShiaDJXULDUMtiN81wpMAvRE7b6Y8dfyfEnZM5ic,20.00,195948633590364,25683539358066604,15,36,1100
165,1031,2465718,XiaoGong,1341kcAXqyA5ZJHBdPoLeHsDtmqLBZ2qm5Hu7e9tDR9Jv5RM,1413kixji7f4mhWrxJkCBzBdce7nWm8zN24QiGjVY92eMUkp,5.00,100000000000,30593673343066007,84,372,1000
165,1031,2465718,Able Wanderer / 游낻 Cat-3,155VVGqaxRKRruVD9J8urHDsd7XiaToCxiTwQ9QxsxMGtJ9j,155VVGqaxRKRruVD9J8urHDsd7XiaToCxiTwQ9QxsxMGtJ9j,100.00,10000000000,26109372754593177,2,7,1360
165,1031,2465718,,14FYEWpz2JtBBNp2a2KHLr4d6NB3AJX16Zhr4KjAuoL2kxdR,128p5Gw8FkY2gBomgMnjExdCDFahxwrhhFggAHJNSbLjW88a,100.00,99360406100,24840579921059186,1,1,1000
165,1031,2465718,Anson & Fabio,13YK1sHixcvVPc6v7q1F1p7e66dgoVjcSHnfv4cFJcuKbNke,13YK1sHixcvVPc6v7q1F1p7e66dgoVjcSHnfv4cFJcuKbNke,2.00,10647883871101,30616700079608588,42,886,1220
165,1031,2465718,Zug Cap / 04,1zugcaebzKgKLebGSQvtxpmPGCZLFoEVu6AfqwD7W5ZKQZt,136hzr99QdQErH8xp7Xk3ncKmGkJBmtko7qSzhqf44isUCM6,0.70,100000000000,30626595023478325,123,1023,1340
165,1031,2465718,,14gVF59c6axoK4q6D4aDmiPJBixTLSv3Dx4EketjjRqGWTF3,14gVF59c6axoK4q6D4aDmiPJBixTLSv3Dx4EketjjRqGWTF3,100.00,10000000000,26498796907759213,1,1,1280
165,1031,2465718,Jaco / v01,1ufRSF5gx9Q8hrYoj7KwpzQzDNqLJdbKrFwC6okxa5gtBRd,1ufRSF5gx9Q8hrYoj7KwpzQzDNqLJdbKrFwC6okxa5gtBRd,1.00,10000000000,30597027533694331,45,257,1360
165,1031,2465718,P2P.ORG / 12,14AkAFBzukRhAFh1wyko1ZoNWnUyq7bY1XbjeTeCHimCzPU1,14AkAFBzukRhAFh1wyko1ZoNWnUyq7bY1XbjeTeCHimCzPU1,3.00,100000651568,30610913665350512,68,507,1240
165,1031,2465718,Continue Capital,1CHpqr1UKm8MAZZgViAvzombX2AgpQbDf7vJy864FQa55nk,16ACcMnea6R9UJ4wy4RbvyRNJBJRcvjSQ5X7Qx3dLmJNRvBj,10.00,10000000000,30558338495761679,13,70,1000
165,1031,2465718,,12HFymxpDmi4XXPHaEMp74CNpRhkqwG5qxnrgikkhon1XMrj,12HFymxpDmi4XXPHaEMp74CNpRhkqwG5qxnrgikkhon1XMrj,8.00,10000000000,29845992041234115,24,88,1240
165,1031,2465718,,13ujcqQ7UscipiqpKwihmCBzBLTQ13kYR1nPA59ANAFYS6HE,13ujcqQ7UscipiqpKwihmCBzBLTQ13kYR1nPA59ANAFYS6HE,7.50,10000000000,30625112912228839,1,3,1480
165,1031,2465718,,1515GAoWxQ6fv9VTGFuwzYDWfdmFqdRX4zmpDjsnAMDHV387,1515GAoWxQ6fv9VTGFuwzYDWfdmFqdRX4zmpDjsnAMDHV387,100.00,10000000000,29198245294117647,1,4,1460
165,1031,2465718,Able Wanderer / 游내 Mouse-3,16Asi8JS7rqSGwB4qSfT2Q1wAJwoa1czzrnRz8vqYn1yv6r4,16Asi8JS7rqSGwB4qSfT2Q1wAJwoa1czzrnRz8vqYn1yv6r4,100.00,10000000000,26110748759921432,2,7,1280
165,1031,2465718,,15DuZrrdihPLjMxX3eEYrN3DRc25nEJUFtYk7oHHs6xeh4bZ,14X5hyvHLuGKA8hzG5mdNcdtMkEc1syj2b9QztL8PFZQnS5r,20.00,189903029520807,25684764786736486,15,34,1460
165,1031,2465718,,15awXd39ZEttFj5tyM6Lkq5ReefCNcrG8f2agSgn2ZCjoJCW,15awXd39ZEttFj5tyM6Lkq5ReefCNcrG8f2agSgn2ZCjoJCW,100.00,100000000000,26080049517203937,21,95,1200
165,1031,2465718,,14VWEJDSWfHyuTSwErEXxFaiCW3i2gf2NPRkZ5igx6rnmqFd,14VWEJDSWfHyuTSwErEXxFaiCW3i2gf2NPRkZ5igx6rnmqFd,100.00,100000000000,26581832306129430,16,73,1160
165,1031,2465718,Able Wanderer / 游낻 Pussy Galore-6,1hYyu9C3dupTiKGMNcrCRK6HVPS7LYznuofDXsia3N1W6AK,1hYyu9C3dupTiKGMNcrCRK6HVPS7LYznuofDXsia3N1W6AK,5.00,10000000000,30594833372966632,26,167,1540
165,1031,2465718,binance_stake_2,16FRYg2zE5cgrkKQmJhU9YJRT7Uquqxfz6hmp6GnqgdcBv16,1suFaeUTUJnpLkERXUjzZHR2qgQFR8D1VJ6EXkvMn3pZiRy,100.00,10000000000,30079974555195380,6,8,1380
165,1031,2465718,,16KuUsyfxgQovzp8QXgtJH1K5Tmok6M8hgSoHaGbyyTQtQg,16KuUsyfxgQovzp8QXgtJH1K5Tmok6M8hgSoHaGbyyTQtQg,100.00,10000000000,30000010000000000,1,1,1220
165,1031,2465718,RockX_Polkadot,14Y4s6V1PWrwBLvxW47gcYgZCGTYekmmzvFsK1kiqNH2d84t,16Pvbo878CMsQET8KvLpCVm1y8omNgBNMCqRyLdnwwfsEZd8,10.00,150200219432038,30562554267898621,50,164,1240
165,1031,2465718,JOIE,15DLJZ4ceN58vEgDiQjK8JsSJuLNBqhUnQ6QCY1QNSjrQntm,15DLJZ4ceN58vEgDiQjK8JsSJuLNBqhUnQ6QCY1QNSjrQntm,5.00,589015983877,30622866671774495,240,655,1480
165,1031,2465718,Blockdaemon / 1,123VugBRFMqUEFviSYrG3ewdZ46ZmqxjmRaGY6BvakfdPVaG,123VugBRFMqUEFviSYrG3ewdZ46ZmqxjmRaGY6BvakfdPVaG,5.00,51473963336063,30594842228832526,28,234,1220
165,1031,2465718,,138UfM4EToSwT2YoUAw3Dp6cVgEjQDPk75E4S43gsSAN1eNt,138UfM4EToSwT2YoUAw3Dp6cVgEjQDPk75E4S43gsSAN1eNt,100.00,10000000000,26498796907759213,1,1,1240
165,1031,2465718,,14MQRooUhpmy6WNjpeXR3grZP229ihaxovGtSce1n3cm99uH,14MQRooUhpmy6WNjpeXR3grZP229ihaxovGtSce1n3cm99uH,100.00,10000000000,28898710375066758,1,1,1260
165,1031,2465718,QINWEN.168Node,12vCVEpCz81rvS23PEJQ6KBDbPWgvyVX5Q1PrgQbVvLc4i2Z,125xhKhnwr8xpnZAtde1MxmYJqwwZr3P1fWggpGdLciNKG2o,3.00,502381084843,30640776759849159,46,261,280
165,1031,2465718,,1xUnFyevLrrtbC4VY8gaNaJouK3LqUz87cHk51Z8kFytAD3,1xUnFyevLrrtbC4VY8gaNaJouK3LqUz87cHk51Z8kFytAD3,100.00,449464130595558,30522668023554365,1,3,1120
165,1031,2465718,,147yLfqt3aaGeuT6LCBtnpBhsqDpwD8vf8AB6vC4CS5U8ZYd,15knL7p8trmJdo2sCndd7xNv9d2jvkoVnjzRxrbjHnsXzGLa,100.00,1000000000000,29679364839122105,26,41,1100
165,1031,2465718,P2P.ORG / 7,12ud6X3HTfWmV6rYZxiFo6f6QEDc1FF74k91vF76AmCDMT4j,12ud6X3HTfWmV6rYZxiFo6f6QEDc1FF74k91vF76AmCDMT4j,3.00,100000619950,30624538918084021,74,347,1140
165,1031,2465718,,1iWxBav4YCEtYCVNL5dSJcYSTVoyPnzdoVrHFXbSAm3xyye,1vFTxZrkcB5yomc3K99uFh9Vq1Kz47UrDEek8d88fuZu8xP,100.00,99360406100,24840579921059186,1,1,1480
165,1031,2465718,,13rvhBRU2Hmnk68AVn5igNnaBU91MG38SHMB9Bo3r8p8vsWa,16Q5XCoGDX3JN9YBFBUn8WCnqjzMkXT3AD8qvdBT95h8m1Su,100.00,10000000000,28361726823617933,5,6,1080
165,1031,2465718,STAKING FACILITIES / STAKING FACILITIES #2,165JpxmCRi28GwbFAjjrD74FTfGdLfHi1LUGMaYLjziDvi4r,14G9MzVyQED8s5N8hDiKsRhXQ6eDDEPCmxdefUSqvezqJqoG,8.00,10000000000,30550689262791506,115,292,1220
165,1031,2465718,,1YqYHy3dvtC4YGCSUnU67x3qgqCdo56XvYYhWV5LaERytST,1YqYHy3dvtC4YGCSUnU67x3qgqCdo56XvYYhWV5LaERytST,100.00,465240297105557,30514438096953504,2,3,1280
165,1031,2465718,Able Wanderer / 游내 Mouse-10,15UtQRzd9oM2UznsAsfi6rRAh2oo5vjoXgeaqf8rJBKhnTrr,15UtQRzd9oM2UznsAsfi6rRAh2oo5vjoXgeaqf8rJBKhnTrr,100.00,10000000000,26111909721865099,2,7,1420
165,1031,2465718,,1FMDRUZrvv16FeozpSE2hRpJ5GHrU7VsdeNmATyFgeDbudE,1TojW9fVXPHVwxab66nWpwj3yvMK1MeuxV9VQMHt97LCjLJ,20.00,103140063773004,27781685902316732,3,25,1320
165,1031,2465718,,14XpvkyCB9i4tns7xE3SbhseVbBRnT3fr7Q1xjGvAcT9Yzr7,1538vzvQWStHi4A1i4SLi3TFLskSgWp8V58ZjUxc3qxyxuqU,20.00,111323339864505,27782757817386773,6,23,1100
165,1031,2465718,,14jEKY7heqiCJmW9U8771EA9bTBJbxa6GsAhb2EiH7FomhKV,1335sTEWCzb2JLQQQS8t1D32mCbFNMcnkkUATEuGxwjTZ2SK,20.00,95483246885989,27754458693399415,4,22,1000
165,1031,2465718,,15wPMo7QyDzZJ2kJtXnnjH5swgLnkykQue4quDGMm54Kdpun,14d45whszHvgyNX5DwETv39niFsrXRgWxjAzNGJ2QRuBZT5k,20.00,187028120588070,25687069750353975,12,32,1300
165,1031,2465718,Hypersphere / Hypersphere-7,149D7msqAy9yjFC5msZmow4nLDvJqs5LSmtjLPwGmtY2Hso5,149D7msqAy9yjFC5msZmow4nLDvJqs5LSmtjLPwGmtY2Hso5,100.00,10000000000,29198675598535134,2,4,1340
165,1031,2465718,,14ianQU2g46wntbuJxx6u9cM6s8uvLngW1y9xKCcnejBHdTy,14ianQU2g46wntbuJxx6u9cM6s8uvLngW1y9xKCcnejBHdTy,10.00,10009537458,30553314792717422,35,218,1340
165,1031,2465718,,12GTt3pfM3SjTU6UL6dQ3SMgMSvdw94PnRoF6osU6hPvxbUZ,12GTt3pfM3SjTU6UL6dQ3SMgMSvdw94PnRoF6osU6hPvxbUZ,100.00,10000000000,27688682412596778,1,1,1220
165,1031,2465718,,129NZ32Hxpq42QyTLW1mywHFFzYkAxiVZxYrHFLrhz9Z4yjr,129NZ32Hxpq42QyTLW1mywHFFzYkAxiVZxYrHFLrhz9Z4yjr,100.00,10000000000,26503649276722362,1,2,980
165,1031,2465718,Figment,138QdRbUTB9eNY94Q4Mj5r39FkgMiyHCAy8UFMNA5gvtrfSB,13pZ8dj3xK7zm7hsNVNLjQEuxxTZY7vWbbgdrDZiHPmp4Edc,10.00,1018249380627,28980913832556362,40,53,1440
165,1031,2465718,,12eA9gosVR5Qa2hnibGZFNYSbxG3pafNeVGGi5eJQueautfX,12eA9gosVR5Qa2hnibGZFNYSbxG3pafNeVGGi5eJQueautfX,100.00,100000000000,26582260314968386,8,74,1180
165,1031,2465718,pos.dog / 3,12gkhA8JEz8ywmVj1tsVafSp9C4saKzSofgMwBJcmFJAGUVX,12gkhA8JEz8ywmVj1tsVafSp9C4saKzSofgMwBJcmFJAGUVX,2.00,30000000000,30594887662374836,4,14,1240
165,1031,2465718,P2P.ORG / 9,13giQQe5CS4AAjkz1roun8NYUmZAQ2KYp32qTnJHLTcw4VxW,13giQQe5CS4AAjkz1roun8NYUmZAQ2KYp32qTnJHLTcw4VxW,3.00,100000092975,30624291441723432,89,502,1180
165,1031,2465718,P2P.ORG / 44,12ws45JuLDFtcyJVXcNbzijvzFSibrwSiRk1UJKVdggPcDcK,12ws45JuLDFtcyJVXcNbzijvzFSibrwSiRk1UJKVdggPcDcK,3.00,100000000000,26168415163373719,13,36,1400
165,1031,2465718,Able Wanderer / 游내 Mouse-1,1264tb9azwmsVruJFTQ3PKb8yCPjniBVyUV8ppsmbXz8D2Bw,1264tb9azwmsVruJFTQ3PKb8yCPjniBVyUV8ppsmbXz8D2Bw,100.00,10000000000,26108968648050660,1,7,1240
165,1031,2465718,P2P.ORG / 43,12EcabFybCY2iaurUryCRYfHbDUpj2AtA2JNhwCfcdAE55ov,12EcabFybCY2iaurUryCRYfHbDUpj2AtA2JNhwCfcdAE55ov,3.00,100000129810,26035618477832668,11,42,1300
165,1031,2465718,,15omkAxJfYt2Su7cG6Yj4GKMEidMNbV2pvHE7LtS3krVuacF,15omkAxJfYt2Su7cG6Yj4GKMEidMNbV2pvHE7LtS3krVuacF,100.00,100000000000,26076016393657293,32,95,1220
165,1031,2465718,DragonStake 游,1dGsgLgFez7gt5WjX2FYzNCJtaCjGG6W9dA42d9cHngDYGg,1Dra4D6KLj6V8MsWaSuLdZv8ni77z1p34jTb46J1zHX9WdB,3.00,69784889615466,30630054319385549,153,552,1180
165,1031,2465718,IOSG Ventures,1RG5T6zGY4XovW75mTgpH6Bx7Y6uwwMmPToMCJSdMwdm4EW,1RG5T6zGY4XovW75mTgpH6Bx7Y6uwwMmPToMCJSdMwdm4EW,5.00,9479593863519,30645152394564899,52,201,1180
165,1031,2465718,,12JuquJFPqUjRPubieEiXZqRjVn16LCMcHnnC7AywGX49ddt,14cKManQKuDp6HE9FhyppMT1he6mV6EyXgcETbXQLABTY8gS,20.00,116981533212605,25688147591643394,4,9,980
165,1031,2465718,,12ECDEb18Wiy4MoLn3NTM5zhJfDfpS4mLNvjHpcEr8ogGrMZ,12ECDEb18Wiy4MoLn3NTM5zhJfDfpS4mLNvjHpcEr8ogGrMZ,8.00,10000000000,29845297953503291,10,28,1040
165,1031,2465718,,14yVcx8AtnmaZMCZWVp8AKDgnAYdjeQjAbPL1HbvPxr74Fsf,16H1vG9t6EzS64r4YgLHBEXwKkVG23gE8t84DzXTtUi1ucxv,100.00,99360406100,24840579921059186,1,1,1200
165,1031,2465718,P2P.ORG / 18,16Sud9b5uUfUi1HXdfwb3drbYBZBLPVvdKuZhwxz2n7HR12M,16Sud9b5uUfUi1HXdfwb3drbYBZBLPVvdKuZhwxz2n7HR12M,3.00,100000533506,30626119242918828,50,283,1280
165,1031,2465718,游뇹tateless_money游,12713bbq45c66CN9AD7yusSXWE1kY91DcMpjVcB2rXqZKy2w,1f2K1YccCZEfbcGrHshQWzrGdXp6bxFgMahGrKYZm9HPuy1,1.00,2000590510261,31150322561480132,15,95,1220
165,1031,2465718,,15rQD4ykz4uRD7YGdTpMT8UmgkNDJRKckZbAocALndBVzCjf,15rQD4ykz4uRD7YGdTpMT8UmgkNDJRKckZbAocALndBVzCjf,100.00,10000000000,24620024373998627,3,7,1020
165,1031,2465718,DICO,14BB4ZbvPadELb1jBhbJq6GbECvBfkxFmohybYexzpE4KMq2,13x3WX8dnXwKTS4Ey1Bw2RHeb7gmCSrknh4Qgc59cGEcxRFN,5.00,83322233398058,30606132902547607,21,55,1220
